no,property-name,price,house-type,area,bedrooms,bathrooms,receptions,location,county,postal-code,
1797,Argyll Mansions,1350000,Flat / Apartment,1768,3,3,3,Bishops King Road,London,W14 8QQ,
1798,Benbow House,3600000,Flat / Apartment,2147,3,3,3,24 New Globe Walk,London,SE1 9DS,
1799,Fernshaw Mansions,1599950,Flat / Apartment,1111,3,3,3,Fernshaw Road,London,SW10 0TD,
1800,The Tower,1850000,Flat / Apartment,1176,2,2,2,1 St. George Wharf,London,SW8 2DU,
1801,Weldin Mews,875000,House,1211,3,3,3,Putney,London,SW18 1FT,
1802,Portman Avenue,1350000,House,1830,5,5,5,,London,SW14 8NX,
1803,Bolingbroke Grove,625000,Flat / Apartment,760,2,2,2,,London,SW11 6HB,
1804,North Side Wandsworth Common,5500000,House,4273,6,6,6,,London,SW18 2SU,
1805,Chiswick Wharf,1595000,House,1643,5,5,5,Chiswick,London,W4 2SR,
1806,Pembridge Villas,4750000,House,2979,4,4,4,,London,W11 3EN,
1807,Whittingstall Road,675000,Flat / Apartment,638,1,1,1,Fulham,London,SW6 4EA,
1808,Noel Road,900000,Flat / Apartment,822,2,2,2,Islington,London,N1 8HD,
1809,Buckland Crescent,6450000,House,5288,6,6,6,Belsize Park,London,NW3 5DX,
1810,Chantry Street,1600000,House,1195,2,2,2,Islington,London,N1 8NL,
1811,Curzon Street,3750000,Flat / Apartment,1358,2,2,2,Mayfair,London,W1J 5HG,
1812,Banister House,465000,Flat / Apartment,730,2,2,2,Homerton High Street,London,E9 6BH,
1813,North Street,850000,Flat / Apartment,842,2,2,2,,London,SW4 0HQ,
1814,Baronsmead Road,3250000,House,3179,6,6,6,Barnes,London,SW13 9RR,
1815,Tower View Apartments,1500000,Flat / Apartment,1200,2,2,2,84 St. Katharines Way,London,E1W 1BE,
1816,Old School Square,450000,Flat / Apartment,717,2,2,2,Canary Wharf,London,E14 7DJ,
1817,Ashley Gardens,2375000,Flat / Apartment,2123,3,3,3,Emery Hill Street,London,SW1P 1PD,
1818,Elers Road,1780000,House,2264,5,5,5,Ealing,London,W13 9QB,
1819,Mortimer Road,775000,Flat / Apartment,729,2,2,2,De Beauvoir,London,N1 4LA,
1820,Palace Mansions,1450000,Flat / Apartment,1700,4,4,4,Earsby Street,London,W14 8QW,
1821,Wendon Street,425000,Flat / Apartment,563,1,1,1,Bow,London,E3 2JR,
1822,Cheyne Walk,2250000,Flat / Apartment,1171,2,2,2,,London,SW3 5LX,
1823,Hyde Park Gardens,4250000,Penthouse,1946,4,4,4,,London,W2 2LU,
1824,Byfeld Gardens,2000000,House,2009,4,4,4,Barnes,London,SW13 9HP,
1825,Severnake Close,800000,House,1260,4,4,4,Canary Wharf,London,E14 9WE,
1826,Harrowgate Road,900000,House,1275,3,3,3,Homerton,London,E9 5EB,
1827,Glebe Place,6950000,House,3774,5,5,5,,London,SW3 5JB,
1828,Borneo Street,779000,Flat / Apartment,832,2,2,2,Putney,London,SW15 1QQ,
1829,Dyers Lane,945000,House,1146,2,2,2,Putney,London,SW15 6JR,
1830,Cygnet Close,1295000,House,2055,4,4,4,Northwood,Middlesex,HA6 2TA,
1831,Aristotle Road,599999,Flat / Apartment,821,2,2,2,,London,SW4 7UZ,
1832,Northcote Road,550000,Flat / Apartment,630,2,2,2,,London,SW11 6QB,
1833,Vardens Road,700000,Flat / Apartment,680,2,2,2,,London,SW11 1RQ,
1834,Waterloo Terrace,1850000,House,1512,3,3,3,Islington,London,N1 1TQ,
1835,Vicary House,795000,New development,541,1,1,1,24 Bartholomew Close,London,EC1A 7BB,
1836,47 Pilot Walk,995000,Penthouse,1485,3,3,3,Greenwich,London,SE10 0NW,
1837,Saltram Crescent,750000,Flat / Apartment,1043,3,3,3,,London,W9 3JS,
1838,Langroyd Road,900000,House,1207,3,3,3,,London,SW17 7PL,
1839,Leighton House,875000,Flat / Apartment,922,3,3,3,John Islip Street,London,SW1P 4EA,
1840,Tennyson Road,775000,House,1201,3,3,3,,London,SW19 8SH,
1841,Port East Apartments,565000,Flat / Apartment,653,1,1,1, Canary Wharf,London,E14 4AX,
1842,City Road,2000000,New development,1342,3,3,3,Shoreditch,London,EC1V 1AZ,
1843,City Road,1000000,New development,772,2,2,2,Shoreditch,London,EC1V 1AZ,
1844,Hillgate Place,3075000,House,1477,3,3,3,,London,W8 7ST,
1845,Albert Mews,1250000,House,1877,4,4,4,Canary Wharf,London,E14 8EH,
1846,Newman Street,895000,Flat / Apartment,601,1,1,1,Fitzrovia,London,W1T 1PN,
1847,City Road,900000,Flat / Apartment,1273,2,2,2,Shoreditch,London,EC1V 2NR,
1848,Dartmouth Park Road,850000,Flat / Apartment,1382,3,3,3,Dartmouth Park,London,NW5 1SX,
1849,Battersea Church Road,725000,Flat / Apartment,872,2,2,2,Battersea,London,SW11 3LY,
1850,Mapleton Crescent,345000,Flat / Apartment,433,1,1,1,Wandsworth,London,SW18 4GY,
1851,Oxhey Road,950000,House,1896,4,4,4,Oxhey,Watford,WD19 4QQ,
1852,Venice Lodge,1700000,Penthouse,1378,3,3,3,Maida Vale,London,W9 1SD,
1853,Stratford Road,1550000,Flat / Apartment,958,3,3,3,,London,W8 6QA,
1854,Imperial Court,1350000,Flat / Apartment,1428,3,3,3,4-10 Lexham Gardens,London,W8 5JH,
1855,Highbury Place,999950,Flat / Apartment,726,2,2,2,Highbury,London,N5 1QZ,
1856,Cross Street,3300000,House,2640,5,5,5,Islington,London,N1 2BH,
1857,Marine Wharf East,485000,New development,545,1,1,1,,Surrey Quays,SE16 7UD,
1858,Lucienne Court,630000,Penthouse,1043,2,2,2,72 Lindfield Street,London,E14 6GT,
1859,47 Pilot Walk,720000,Flat / Apartment,987,2,2,2,Greenwich,London,SE10 0NW,
1860,Park Road,2350000,House,2666,4,4,4,Grove Park,London,W4 3HP,
1861,Edgarley Terrace,800000,Flat / Apartment,703,2,2,2,,London,SW6 6QE,
1862,Octavia Street,1800000,House,1909,4,4,4,Battersea,London,SW11 3DN,
1863,Barrow Road,1650000,House,2942,5,5,5,,London,SW16 5PE,
1864,Marner Point,367500,Flat / Apartment,472,1,1,1, Bow,London,E3 3QE,
1865,Shandon Road,945000,Flat / Apartment,1081,2,2,2,,London,SW4 9HP,
1866,Watford Heath,995000,House,1845,4,4,4,Oxhey Village,Watford,WD19 4EU,
1867,Catalina House,685000,Flat / Apartment,560,1,1,1,4 Canter Way,London,E1 8QE,
1868,Rosemont Road,1100000,House,1582,4,4,4,Hampstead,London,NW3 6NE,
1869,17 Lillie Square,865000,New development,606,1,1,1, Earls Court,London,SW6 1UE,
1870,Haverstock Place,725000,Flat / Apartment,696,2,2,2,Haverstock Street,London,N1 8BX,
1871,Saville Road,1200000,House,1310,4,4,4,Chiswick,London,W4 5HG,
1872,Castelnau,1700000,House,2126,4,4,4,Barnes,London,SW13 9ER,
1873,East Hill,425000,Flat / Apartment,574,1,1,1,,London,SW18 2HG,
1874,Ludo Building,525000,Flat / Apartment,596,2,2,2,375 Earlsfield Road,London,SW18 3DG,
1875,Paultons Square,6350000,House,2948,4,4,4,,London,SW3 5AP,
1876,Broom Road,2275000,House,2803,5,5,5,Teddington,Middlesex,TW11 9PG,
1877,Burnelli Building,825000,Flat / Apartment,722,2,2,2, 352 Queenstown Road,London,SW11 8NG,
1878,Peninsula Heights,1750000,Flat / Apartment,1481,2,2,2,93 Albert Embankment,London,SE1 7TY,
1879,Atheldene Road,1100000,House,1632,3,3,3, Wandsworth,London,SW18 3BN,
1880,Old Ford Road,530000,Flat / Apartment,626,2,2,2,,London,E3 5NQ,
1881,St. Ann's Terrace,1795000,Flat / Apartment,1149,2,2,2,St. John's Wood,London,NW8 6PH,
1882,Mallinson Road,725000,Flat / Apartment,805,2,2,2,,London,SW11 1BL,
1883,Richmond Road,775000,Flat / Apartment,996,2,2,2,Hackney,London,E8 3QW,
1884,Manor Road,850000,House,1242,3,3,3,,London,W13 0JA,
1885,Henry Tate Mews,845000,House,1510,4,4,4,,London,SW16 3HA,
1886,Paget Street,850000,Flat / Apartment,826,2,2,2,Clerkenwell,London,EC1V 7PA,
1887,Ennismore Avenue,875000,Flat / Apartment,977,2,2,2,Chiswick,London,W4 1SE,
1888,Malthouse Passage,1000000,House,1354,3,3,3,Barnes,London,SW13 0AQ,
1889,Buckingham Court,1050000,Flat / Apartment,751,2,2,2,78 Buckingham Gate,London,SW1E 6PE,
1890,Lavender Hill,575000,Flat / Apartment,765,2,2,2,,London,SW11 5RW,
1891,Benbow Road,995000,Flat / Apartment,1013,2,2,2,,London,W6 0AU,
1892,Wood Crescent,1545000,New development,1440,2,2,2,,London,W12 7GJ,
1893,The Highway,869995,Flat / Apartment,1333,2,2,2,,London,E1W 3HU,
1894,Dungarvan Avenue,1295000,House,1647,4,4,4,Putney,London,SW15 5QU,
1895,Bessborough Place,1800000,House,1467,3,3,3,,London,SW1V 3SE,
1896,Cabul Road,799950,Flat / Apartment,1194,3,3,3,,London,SW11 2PN,
1897,Borneo Street,775000,Flat / Apartment,863,2,2,2,Putney,London,SW15 1QQ,
1898,Boleyn Road,885000,Penthouse,1084,3,3,3,,London,N16 8EP,
1899,Farnsworth Court,495000,Flat / Apartment,821,2,2,2, Greenwich,London,SE10 0RU,
1900,Chelsea Court,600000,Flat / Apartment,455,1,1,1,95 Elm Park Gardens,London,SW10 9QW,
1901,Clapham Common North Side,3425000,House,3622,6,6,6,,London,SW4 9SB,
1902,Stillingfleet Road,1500000,House,2278,5,5,5,Barnes,London,SW13 9AF,
1903,Eustace Building,800000,Flat / Apartment,708,2,2,2, 372 Queenstown Road,London,SW11 8NT,
1904,Highbury Place,1050000,Flat / Apartment,1020,2,2,2,,London,N5 1QP,
1905,Islington Green,675000,Flat / Apartment,628,2,2,2,Islington,London,N1 2XA,
1906,Highgate High Street,875000,Flat / Apartment,1077,2,2,2,Highgate,London,N6 5JG,
1907,Norman Avenue,1900000,House,2061,5,5,5,,Twickenham,TW1 2LY,
1908,Frithwood Avenue,450000,Flat / Apartment,708,2,2,2,Northwood,Middlesex,HA6 3LX,
1909,Elsham Road,750000,Flat / Apartment,778,2,2,2,,London,W14 8HB,
1910,Atkins Square,685000,New development,1000,3,3,3,Dalston Lane,London,E8 1FA,
1911,Dukes Mews,4000000,House,2435,3,3,3,Marylebone,London,W1U 3ET,
1912,Beech Close,1335000,House,1771,3,3,3,Putney,London,SW15 4HW,
1913,Admiralty House,2250000,New development,1265,3,3,3,150 Vaughan Way,London,E1W 2AH,
1914,Westfield,1625000,Flat / Apartment,1612,3,3,3, Hampstead,London,NW3 7SG,
1915,Crane Grove,850000,Flat / Apartment,723,2,2,2,,London,N7 8LE,
1916,Crane Grove,550000,Flat / Apartment,536,1,1,1,,London,N7 8LE,
1917,Crane Grove,1400000,House,1259,3,3,3,,London,N7 8LE,
1918,Balham Grove,1200000,House,1335,4,4,4,Nightingale Triangle,London,SW12 8AZ,
1919,Lambourne Avenue,5995000,New development,6313,6,6,6,Wimbledon,London,SW19 7DW,
1920,Poppyfield House,495000,Flat / Apartment,767,2,2,2,Copperwood Place,London,SE10 8GD,
1921,Thornhill Road,2750000,House,2479,4,4,4, Islington,London,N1 1JT,
1922,Mare Street,1675000,House,2110,4,4,4,Hackney,London,E8 1HE,
1923,Asquith House,1595000,Flat / Apartment,1316,3,3,3, Westminster,London,SW1P 2AR,
1924,Boydell Court,1395000,Flat / Apartment,1171,3,3,3,St. Johns Wood Park,London,NW8 6NJ,
1925,The Galleries,3295000,Flat / Apartment,2435,4,4,4,9 Abbey Road,London,NW8 9AQ,
1926,Fleur De Lis Street,800000,Flat / Apartment,857,1,1,1,Spitalfields,London,E1 6BP,
1927,Chester Row,3300000,House,1669,3,3,3,Belgravia,London,SW1W 8JP,
1928,Eden Close,2250000,House,1735,3,3,3,,London,W8 6UW,
1929,Gillespie Road,550000,Flat / Apartment,585,1,1,1,Highbury,London,N5 1LN,
1930,Wood Lane,3250000,House,2813,5,5,5,Highgate,London,N6 5UB,
1931,Perrymead Street,2990000,House,3175,6,6,6, Fulham,London,SW6 3SN,
1932,Spice Court,475000,Flat / Apartment,566,1,1,1,Asher Way,London,E1W 2JD,
1933,Victoria Wharf,750000,Flat / Apartment,885,2,2,2, Limehouse,London,E14 8DD,
1934,Askew Mansions,675000,Flat / Apartment,858,3,3,3,,London,W12 9DA,
1935,Castelnau Gardens,950000,Flat / Apartment,1016,2,2,2,Barnes,London,SW13 8DU,
1936,Garratt Lane,450000,Flat / Apartment,495,1,1,1,Wandsworth,London,SW18 4SW,
1937,King Henrys Road,2250000,Flat / Apartment,1547,3,3,3,Primrose Hill,London,NW3 3RP,
1938,Cole Park Road,2295000,House,3823,6,6,6,,Twickenham,TW1 1HT,
1939,Montpelier Mews,2675000,House,1087,3,3,3,,London,SW7 1HB,
1940,Hillview,1250000,Flat / Apartment,943,2,2,2,2-4 Primrose Hill Road,London,NW3 3AX,
1941,Drake House,850000,Flat / Apartment,861,2,2,2, Vauxhall,London,SW8 2LR,
1942,West India Quay,1000000,Flat / Apartment,1514,2,2,2, Canary Wharf,London,E14 4EF,
1943,Bartholomew Villas,825000,Flat / Apartment,687,2,2,2,Kentish Town,London,NW5 2LL,
1944,Distillery Wharf,1050000,Flat / Apartment,1091,2,2,2, Regatta Lane,London,W6 9BF,
1945,Great North Road,2375000,House,3116,6,6,6,Highgate,London,N6 4LU,
1946,Parkfields,2950000,House,3235,6,6,6,Putney,London,SW15 6NH,
1947,Montevetro,1595000,Flat / Apartment,1219,2,2,2, Battersea,London,SW11 3YL,
1948,St. John's Wood Terrace,3750000,House,2243,5,5,5,St John's Wood,London,NW8 6JL,
1949,Birchside Apartments,550000,Flat / Apartment,599,1,1,1, Queens Park,London,NW6 5FS,
1950,Alaska Apartments,590000,Flat / Apartment,1048,2,2,2, Royal Docks,London,E16 1BW,
1951,Newton Street,1298000,New development,591,1,1,1,Covent Garden,London,WC2B 5EL,
1952,Eaton Terrace,7100000,House,2908,5,5,5,Belgravia,London,SW1W 8TW,
1953,Hardwicks Square,450000,Flat / Apartment,572,1,1,1,Wandsworth,London,SW18 4AG,
1954,Union Wharf,1795000,House,1842,3,3,3, Islington,London,N1 7BL,
1955,Kingsland Road,375000,Flat / Apartment,450,1,1,1,,London,E2 8AS,
1956,Globe House,660000,Flat / Apartment,929,2,2,2, Canary Wharf,London,E14 0LU,
1957,Wadham Gardens,7950000,Flat / Apartment,4168,4,4,4,Primrose Hill,London,NW3 3DN,
1958,Dunraven Road,775000,Flat / Apartment,858,2,2,2,,London,W12 7QY,
1959,Chronicle Tower,995000,Flat / Apartment,875,2,2,2, Shoreditch,London,EC1V 1AL,
1960,Lillian Road,1350000,House,1520,3,3,3,Barnes,London,SW13 9JF,
1961,Polworth Road,535000,Flat / Apartment,887,3,3,3,,London,SW16 2EU,
1962,Marylands Road,385000,Flat / Apartment,344,1,1,1,,London,W9 2DU,
1963,Earl's Court Square,1195000,Flat / Apartment,723,2,2,2,,London,SW5 9DQ,
1964,"Castle Court, Putney Wharf",1195000,Penthouse,1260,3,3,3, Putney,London,SW15 2JJ,
1965,Weymouth Mews,1575000,Flat / Apartment,979,2,2,2,Marylebone,London,W1G 7EG,
1966,Montpelier Mews,3700000,House,2381,4,4,4,,London,SW7 1HB,
1967,Bartholomew Road,550000,Flat / Apartment,474,1,1,1,Kentish Town,London,NW5 2AS,
1968,Downshire Hill,4250000,House,2402,3,3,3,Hampstead,London,NW3 1NT,
1969,Meadvale Road,1300000,House,1668,4,4,4,,London,W5 1LT,
1970,Earl's Court Square,625000,Flat / Apartment,491,1,1,1,,London,SW5 9DN,
1971,Stylus House,445000,Flat / Apartment,667,2,2,2,Devonport Street,London,E1 0EG,
1972,Balham Hill,670000,Flat / Apartment,743,2,2,2,,London,SW12 9EA,
1973,Fernside Road,1385000,House,1837,4,4,4,,London,SW12 8LL,
1974,Englewood Road,1650000,House,2305,5,5,5,,London,SW12 9PA,
1975,Hightrees House,625000,Flat / Apartment,768,2,2,2,Nightingale Lane,London,SW12 8AH,
1976,St John Street,995000,Flat / Apartment,800,2,2,2,Clerkenwell,London,EC1M 4DT,
1977,Dale Street,465000,Flat / Apartment,594,1,1,1,Chiswick,London,W4 2BZ,
1978,Handel Mansions,1300000,Flat / Apartment,1299,2,2,2, Barnes,London,SW13 8AH,
1979,Ormiston Grove,2000000,House,3165,5,5,5,,London,W12 0JR,
1980,The Heights,1075000,Flat / Apartment,1138,2,2,2, Hampstead,London,NW3 6XS,
1981,Henderson Road,5000000,House,4980,6,6,6,,London,SW18 3RR,
1982,Victoria Rise,1750000,New development,2431,4,4,4,Hilgrove Road,London,NW6 4TH,
1983,Bridge Lane,1850000,House,1679,3,3,3,,London,SW11 3AD,
1984,Dunbar Wharf,900000,Flat / Apartment,1054,2,2,2, Limehouse,London,E14 8BB,
1985,Peninsula Heights,4795000,Flat / Apartment,3943,5,5,5, Vauxhall,London,SE1 7TY,
1986,Pissarro House,600000,Flat / Apartment,568,1,1,1,Augustas Lane,London,N1 1QT,
1987,Old York Road,665000,Flat / Apartment,956,2,2,2,,London,SW18 1SS,
1988,Brodrick Road,1650000,House,2335,3,3,3,Wandsworth,London,SW17 7DX,
1989,Victoria Road,2250000,House,2030,6,6,6,,London,NW6 6TD,
1990,Grosvenor Avenue,1245000,House,1773,4,4,4,,London,SW14 8BX,
1991,Cadogan Terrace,435000,Flat / Apartment,510,1,1,1,Hackney,London,E9 5EL,
1992,Pleydell Avenue,2000000,House,2315,5,5,5,,London,W6 0XX,
1993,Churston Mansions,700000,Penthouse,623,2,2,2,176 Gray's Inn Road,London,WC1X 8ER,
1994,Harland House,730000,New development,801,2,2,2,30-34 Woodfield Place,London,W9 2BJ,
1995,Marchbank House,525000,Flat / Apartment,1239,2,2,2, Northwood,Middlesex,HA6 2SG,
1996,Marylebone High Street,7250000,New development,1991,3,3,3,Marylebone,London,W1U 4PY,
1997,Manville Road,2895000,House,4503,7,7,7,,London,SW17 8JL,
1998,Chesterfield House,2850000,Flat / Apartment,1275,3,3,3, Mayfair,London,W1J 5JX,
1999,Cambridge Road,599950,Flat / Apartment,710,2,2,2,,London,SW11 4RR,
2000,Wesley Street,5250000,House,3092,5,5,5,Marylebone,London,W1G 8PT,
2001,Hugero Point,600000,Flat / Apartment,869,2,2,2, Greenwich,London,SE10 0GS,
2002,Abbeville Road,2350000,House,3071,5,5,5,,London,SW4 9JL,
2003,Cromford Road,899950,Flat / Apartment,1195,2,2,2,Putney,London,SW18 1PA,
2004,Islington Green,670000,Flat / Apartment,662,1,1,1,,London,N1 2XA,
2005,Buckingham Court,1175000,Flat / Apartment,776,2,2,2, Notting Hill,London,W11 3BP,
2006,Bramfield Road,1550000,House,1953,4,4,4,,London,SW11 6PZ,
2007,Honeywell Road,1995000,House,2116,5,5,5,,London,SW11 6EQ,
2008,Cadogan Place,1950000,Flat / Apartment,809,2,2,2,,London,SW1X 9RU,
2009,Dorset Court,725000,Duplex,940,3,3,3,Hertford Road,London,N1 4SD,
2010,Priory Road,2250000,House,2293,4,4,4,South Hampstead,London,NW6 4NN,
2011,Adelphi Court,400000,Flat / Apartment,708,2,2,2,Chiswick,London,W4 4QF,
2012,Old Chesterton Building,875000,Flat / Apartment,1141,2,2,2,,110 Battersea Park Road,SW11 4LZ,
2013,Albert Bridge Road,1500000,Flat / Apartment,1186,3,3,3,,London,SW11 4PY,
2014,Brodrick Road,2150000,House,2598,5,5,5, Wandsworth,London,SW17 7DX,
2015,Stillingfleet Road,895000,House,1133,3,3,3,Barnes,London,SW13 9AG,
2016,Bute Gardens,2175000,House,2243,4,4,4,,London,W6 7DS,
2017,Manchuria Road,1750000,House,2012,5,5,5,,London,SW11 6AF,
2018,Pembridge Crescent,8500000,Flat / Apartment,3493,4,4,4,,London,W11 3DS,
2019,Cato Street,2500000,House,1888,3,3,3,Marylebone,London,W1H 5JH,
2020,St. Alphonsus Road,925000,House,760,2,2,2,,London,SW4 7BW,
2021,Sugar House,550000,Flat / Apartment,481,1,1,1,99 Leman Street,London,E1 8GH,
2022,Boatman's Court,879950,New development,1048,2,2,2, Putney,London,SW15 1PP,
2023,Airedale Avenue,2300000,House,2526,5,5,5,Chiswick,London,W4 2NN,
2024,Millennium House,650000,Flat / Apartment,664,2,2,2, Putney,London,SW15 2DN,
2025,Alacia Court,600000,New development,813,2,2,2,Palmerston Road,London,W3 8GJ,
2026,Quebec Wharf,775000,Flat / Apartment,941,1,1,1,315 Kingsland Road,London,E8 4DJ,
2027,Cumberland Terrace,7250000,Flat / Apartment,2248,4,4,4,Regent's Park,London,NW1 4HP,
2028,Winsham Grove,950000,Flat / Apartment,1160,3,3,3,,London,SW11 6NE,
2029,Alderbrook Road,1650000,House,2434,5,5,5,,London,SW12 8AF,
2030,Ellington Street,1000000,Flat / Apartment,909,2,2,2,,London,N7 8PL,
2031,Mayford Road,975000,Flat / Apartment,1281,2,2,2,,London,SW12 8RZ,
2032,Compass House,675000,Flat / Apartment,1097,2,2,2,Smugglers Way,London,SW18 1DB,
2033,Palace Place,3495000,Flat / Apartment,2176,3,3,3,,London,SW1E 5BJ,
2034,Heathview Court,350000,Flat / Apartment,507,1,1,1,70 Parkside,London,SW19 5NL,
2035,Hills Lane,880000,House,1573,3,3,3,Northwood,Middlesex,HA6 2QL,
2036,Leinster Square,1250000,Flat / Apartment,763,1,1,1,Bayswater,London,W2 4NQ,
2037,Wallace Road,800000,Flat / Apartment,1022,2,2,2,Canonbury,London,N1 2PQ,
2038,Malvern Road,735000,Flat / Apartment,747,2,2,2,Hackney,London,E8 3LJ,
2039,Redfield Lane,1995000,New development,1495,4,4,4,,London,SW5 0RQ,
2040,Emmanuel Road,1350000,House,2355,5,5,5,,London,SW12 0HR,
2041,Rossiter Road,995000,House,1255,4,4,4,,London,SW12 9RY,
2042,Streathbourne Road,2000000,House,2680,6,6,6,,London,SW17 8RA,
2043,Rydal Road,750000,Flat / Apartment,1019,2,2,2,,London,SW16 1QF,
2044,Ontario Tower,1450000,Flat / Apartment,1849,2,2,2,4 Fairmont Avenue,London,E14 9JD,
2045,South Quay  Plaza,1300000,New development,1203,3,3,3,Canary Wharf,London,E14 9SH,
2046,Hammersmith Grove,800000,Flat / Apartment,833,2,2,2,,London,W6 0NJ,
2047,Grafton Square,2000000,House,2226,4,4,4,,London,SW4 0DB,
2048,Cambridge Heath Road,360000,Flat / Apartment,411,1,1,1,Bethnal Green,London,E2 9RA,
2049,Octavia House,950000,Flat / Apartment,970,2,2,2, Fulham,London,SW6 2FJ,
2050,King Edward House,825000,Flat / Apartment,1819,3,3,3,King Edward Place,Bushey,WD23 2RG,
2051,Grosvenor Square,2950000,Flat / Apartment,840,2,2,2,Mayfair,London,W1K 6LD,
2052,Hosack Road,1200000,House,1572,3,3,3,,London,SW17 7QP,
2053,Fulham Road,15000000,New development,6333,4,4,4,,London,SW10 9UZ,
2054,Worple Road,950000,Penthouse,1255,2,2,2,,London,SW19 4BJ,
2055,Hereford Road,1495000,Flat / Apartment,939,2,2,2,,London,W2 4TQ,
2056,Cumberland Street,2750000,House,2738,5,5,5,,London,SW1V 4LZ,
2057,Manfred Court,615000,Flat / Apartment,694,2,2,2,Manfred Road,London,SW15 2RT,
2058,St. Ann's Crescent,580000,Flat / Apartment,817,2,2,2,Wandsworth,London,SW18 2LR,
2059,Selhurst Close,475000,Flat / Apartment,695,2,2,2,,London,SW19 6AZ,
2060,Tooting Bec Gardens,525000,Flat / Apartment,1152,3,3,3,,London,SW16 1RB,
2061,Skysail Building,325000,Flat / Apartment,500,1,1,1,210 Poplar High Street,London,E14 0BB,
2062,Northways,995000,Flat / Apartment,1039,2,2,2,College Crescent,London,NW3 5DP,
2063,Zulu Mews,995000,House,1275,2,2,2,Battersea,London,SW11 2BQ,
2064,Pelham Road,1295000,House,1775,3,3,3,,London,SW19 1NP,
2065,Barmouth Road,1150000,House,1758,4,4,4,Wandsworth,London,SW18 2DT,
2066,Brocklebank Road,1100000,House,1432,4,4,4,Wandsworth,London,SW18 3AT,
2067,Killarney Road,560000,Flat / Apartment,661,2,2,2,,London,SW18 2DU,
2068,Townshend Court,475000,Flat / Apartment,471,1,1,1,Shannon Place,London,NW8 7DP,
2069,Exchange Building,1100000,Penthouse,1052,2,2,2, Shoreditch,London,E1 6NQ,
2070,Cadogan Square,7250000,Flat / Apartment,2258,3,3,3,,London,SW1X 0HU,
2071,Crogsland Road,499999,Flat / Apartment,464,1,1,1,Chalk Farm,London,NW1 8AY,
2072,Erskine Road,398000,Flat / Apartment,292,1,1,1,Primrose Hill,London,NW3 3AJ,
2073,Turner Place,845000,House,776,2,2,2,,London,SW11 1EB,
2074,Thornhill Grove,2100000,House,1677,3,3,3,Islington,London,N1 1JG,
2075,Ockendon Road,1395000,Flat / Apartment,1359,3,3,3,,London,N1 3NW,
2076,Regis Place,900000,Flat / Apartment,1013,2,2,2,10 Llanvanor Road,London,NW2 2AP,
2077,Dartmouth Park Road,1850000,House,1623,3,3,3,,London,NW5 1SU,
2078,Belsize Park Gardens,4500000,Flat / Apartment,2774,4,4,4,Belsize Park,London,NW3 4LD,
2079,Rosary Gardens,1495000,Flat / Apartment,868,2,2,2,,London,SW7 4NN,
2080,Carlton Road,1245000,House,1489,4,4,4,,London,SW14 7RJ,
